NOME_PRODUTO,DESCRIÇÃO
CONCÁRDIO,BETABLOQUEADORES SIMPLES
CONDENSAN,ANTIANEMICOS A BASE DE FERRO - ASSOCIACOES MEDICAMENTOSAS
CONDROFLEX,OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
CONDUVAZ,ANTIVARICOSOS DE ACAO SISTEMICA
CONFIARE,ANTIMICOTICOS PARA USO TOPICO
CONFILIFY,ANTIPSICOTICOS
CONIDRIN,DESCONGESTIONANTES NASAIS TOPICOS
CONIDRIN 3%,DESCONGESTIONANTES NASAIS TOPICOS
CONIDRIN SALINA,DESCONGESTIONANTES NASAIS TOPICOS
CONMEL,ANALGESICOS NAO NARCOTICOS
CONRAY,CONTRASTES RADIOLOGICOS
CONSTANTE,ANSIOLITICOS SIMPLES
CONSTRICTION,VASOCONSTRITORES E HIPERTENSORES
CONSTRUFLOR,OUTROS COADJUVANTES DO TRATAMENTO DA DIARREIA
CONTHENC,MONOVITAMINAS EXCETO VITAMINA K
CONTIABÊ,POLIVITAMINICOS SEM MINERAIS
CONTIFLO OD,OUTROS PRODUTOS COM ACAO NO TRATO URINARIO
CONTILEN,PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
CONTRACEP,PROGESTAGENOS SIMPLES
CONTRACTUBEX,CICATRIZANTES
CONTRADOL,ANALGESICOS NAO NARCOTICOS
CONTRADOR,ANALGESICOS NAO NARCOTICOS
CONTRATHION,ANTIDOTOS
CONTRAVE,"PREPARAÇÕES ANTIOBESIDADE, EXCLUINDO PRODUTOS DIETÉTICOS"
CONVIVANCE,ANTIVARICOSOS DE ACAO SISTEMICA
CONVIXEN,ANTICONVULSIVANTES
CONVULSAN,ANTICONVULSIVANTES
CONVULTIN,ANTICONVULSIVANTES
CONVULTRAT,ANTICONVULSIVANTES
COONCENTRADO P/ HEMODIALISE C/ ACETATO SODICO 136,PRODUTOS PARA HEMODIALISE
COPAXONE,IMUNOMODULADOR
COPEGUS,ANTIVIROTICOS
COPENA,VITAMINAS E SUPLEMENTOS MINERAIS
COPLAXIL,ANTIBIOTICOS SISTEMICOS SIMPLES
COQUES,ANTINFLAMATORIOS
COR MIO,ANTIARRITMICOS
COR-SELECT,ANTI-HIPERTENSIVOS SIMPLES
CORAMENT,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
CORAPRIL,ANTI-HIPERTENSIVOS SIMPLES
CORASSETIL,ANTIAGREGANTE PLAQUETARIO
CORASTORVA,ANTILIPEMICOS
CORATEZ,ANTILIPEMICOS
CORCICLEN,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO
CORDAPTIVE,ANTILIPEMICOS
CORDAREX,ANTI-HIPERTENSIVOS SIMPLES
CORDIAFLAN,ANTINFLAMATORIOS
CORDIL,ANTIANGINOSOS E VASODILATADORES
CORDILAT,VASODILATADORES
CORDIMAX,ANTI-HIPERTENSIVOS
CORDIPINA,ANTI-HIPERTENSIVOS
CORDIRON,ANTILIPEMICOS
CORE AMP,DILUENTES E VEICULOS DE MEDICAMENTOS
CORE AMP,SOLUCOES ISOSMOTICAS SALINAS SIMPLES
COREDIOL,ANTI-HIPERTENSIVOS
COREG,ANTI-HIPERTENSIVOS
CORETO DE POTÁSSIO,ELETROLITOS SIMPLES
CORGARD,AGENTES BETABLOQUEADORES
CORILAN,ANTI-HISTAMINICOS SISTEMICOS
CORINTOL,ANTICONVULSIVANTES
CORISTINA D,PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
CORISTINA D PRO,PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
CORISTINA DESCONGESTIONANTE NASAL,DESCONGESTIONANTES NASAIS TOPICOS
CORISTINA DIA,ANALGESICOS NAO NARCOTICOS
CORISTINA NOITE,PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE
CORISTINA SORO ESTÉRIL,DESCONGESTIONANTES NASAIS TOPICOS
CORISTINA SORO NASAL,PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
CORISTINA TERMUS,ANALGESICOS NAO NARCOTICOS
CORISTINA VITAMINA C,VITAMINAS E SUPLEMENTOS MINERAIS
CORIZIN,PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
CORIZZ DIA,ANALGESICOS NAO NARCOTICOS
CORONAR,VASODILATADORES
CORONARIL,ANTIANGINOSOS E VASODILATADORES
CORORELL,PRODUTOS HOMEOPATICOS-COMPONENTE UNICO
CORPORE,ORLISTATE
CORRETAL,OUTROS ANTINEOPLASICOS
CORTALEN C,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
CORTASM,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
CORTAZIDIN,ANTIANGINOSOS E VASODILATADORES
CORTICOIDEX,GLICOCORTICOIDES SISTEMICOS
CORTICORTEN,HORMONIOS CORTICOSTEROIDES
CORTIDEX,HORMONIOS CORTICOSTEROIDES
CORTIFAR,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
CORTIFUNGIN,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
CORTIGEN,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
CORTIRELL,PRODUTOS HOMEOPATICOS-COMPONENTE UNICO
CORTISONAL,ANTINFLAMATORIOS E ANTIREUMATIOS-ASSOCS  MEDICAMENTOSAS
CORTITOP,ANTINFLAMATORIOS
CORTITOP,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
CORTIVET,GLICOCORTICOIDES SISTEMICOS
CORTIZOL,ANTINFLAMATORIOS
CORTIZON,GLICOCORTICOIDES SISTEMICOS
CORTOID,GLICOCORTICOIDES SISTEMICOS
CORUS,ANTI-HIPERTENSIVOS
CORUS H,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
CORYNEBACTERIUM PARVUM,IMUNOMODULADOR
CORYZALIA,MEDICAMENTOS DINAMIZADOS COMPOSTOS
COSARTAN,ANTI-HIPERTENSIVOS SIMPLES
COSARTAN ALP,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
COSARTAN HCT,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
COSELEN,ANTIMICOTICOS PARA USO TOPICO
COSENTYX,IMUNOMODULADOR
COSMEGEN,ANTIBIOTICOS ANTINEOPLASICOS
COSOPT,ANTIGLAUCOMATOSOS
COSTATIN,ANTIBIOTICOS SISTEMICOS SIMPLES
COTASS,ELETROLITOS SIMPLES
COTAZYM F,ENZIMAS DIGESTIVAS
COUMADIN,ANTICOAGULANTES
COVERSYL,ANTI-HIPERTENSIVOS
COVERSYL PLUS,ANTI-HIPERTENSIVOS
COXETO,ANTINFLAMATORIOS ANTIREUMATICOS
COXIZY,
COZAAR,ANTI-HIPERTENSIVOS
COZALESS,ANTI-HIPERTENSIVOS
COZIB,MACROLIDEOS
CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE,PRODUTOS PARA HEMODIALISE
CPHD 139 24/34,PRODUTOS PARA HEMODIALISE
CPHD 24/34,PRODUTOS PARA HEMODIALISE
CPHD 35 BA,PRODUTOS PARA HEMODIALISE
CPHD AC,PRODUTOS PARA HEMODIALISE
CPHD AC 35,PRODUTOS PARA HEMODIALISE
CPHD AC 35 C/ GLICOSE,PRODUTOS PARA HEMODIALISE
"CPHD BICARBONATO DE SÓDIO 6,6%",PRODUTOS PARA HEMODIALISE
"CPHD BICARBONATO DE SÓDIO 8,4 %",PRODUTOS PARA HEMODIALISE
CPHD COM CITRATO E GLICOSE,PRODUTOS PARA HEMODIALISE
CPHD COM GLICOSE,PRODUTOS PARA HEMODIALISE
CPHD FARMARIN,PRODUTOS PARA HEMODIALISE
CPHD FRESENIUS ACETATO NA 140 K1,PRODUTOS PARA HEMODIALISE
CPHD FRESENIUS BICARBONATADO,PRODUTOS PARA HEMODIALISE
"CPHD FRESENIUS BICARBONATADO NA+140 CA +2,5 GLI",PRODUTOS PARA HEMODIALISE
CPHD FRESENIUS BICARBONATADO Na+ 140,PRODUTOS PARA HEMODIALISE
CPHD FRESENIUS BICARBONATADO PROP. NA 138 K2,PRODUTOS PARA HEMODIALISE
"CPHD FRESENIUS BICARBONATADO PROP. SPS Na+139 K+2,0",PRODUTOS PARA HEMODIALISE
CPHD GENIUS,PRODUTOS PARA HEMODIALISE
CPHD GENIUS DS,CONCENTRADOS PARA HEMODIÁLISE
CPHD HBTQ,PRODUTOS PARA DIALISE
CPHD SEM GLICOSE 1:44,PRODUTOS PARA HEMODIALISE
CPHD SMP 35,PRODUTOS PARA HEMODIALISE
CRALONIN GOTAS ORAIS,ASSOCIACAO HOMEOPATICAS
CRATAEGUS,FITOTERAPICO SIMPLES
CRATAEGUS  BRASMED,FITOTERAPICO SIMPLES
CRATAEGUS FLORA MEDICINAL,FITOTERAPICO SIMPLES
CRATAEGUS ORIENT,FITOTERAPICO SIMPLES
CRAVO ESPIN,PRODUTOS ANTI-ACNE
CREATINE,OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
CREDUS,ANTINEOPLASICO
CREMEDERME,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
CREMEFENERGAN,ANTI-HISTAMINICOS SISTEMICOS
CREON,ENZIMAS DIGESTIVAS
CREOSOTO DE FAYA + ASSOCIAÇÃO,EXPECTORANTES BALSAMICOS E MUCOLITICO
CRESLIP,ANTILIPEMICOS
CRESTOR,ANTILIPEMICOS
CREVAGIN,PRODUTOS GINECOLOGICOS ANTIINFECCIOSOS TOPICOS ASSOCIACAO MEDICAMENTOSA
CRINONE,PROGESTAGENOS SIMPLES
CRISAPINA,ANTIPSICOTICOS
CRISCY,HORMONIO RECOMBINANTE DO CRESCIMENTO HUMANO
CRISDAZOL,ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
CRISPRED,GLICOCORTICOIDES SISTEMICOS
CRISTALIN,DESCONGESTIONATES OFTALMICOS
CRISTALPEN,ANTIBIOTICOS SISTEMICOS SIMPLES
CRIXIVAN,ANTIVIROTICOS
CROFFESTRA,ANTIDIARREICOS
CROMOCATO,ANTIASMATICOS
CROMOGLICATO,ANTIALERGICOS TOPICOS
CROMOGLICATO DE SODIO,ANTIASMATICOS
CROMOGLICATO DISSODICO,ANTIALERGICOS
CROMOGLICATO DISSODICO,ANTIALERGICOS TOPICOS
CROMOGLICATO DISSODICO,ANTIASMATICOS
CROMOGLICATO DISSÓDICO,ANTIALERGICOS TOPICOS
CROMOGLICATO DISSÓDICO,ANTIASMATICOS
CROMOLYN,ANTIALERGICOS TOPICOS
CRONASSIAL,GANGLIOSIDEO
CRONEURIT,PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS
CRONOBÊ,MONOVITAMINAS EXCETO VITAMINA K
CRONOCOR,ANTI-HIPERTENSIVOS
CRONOCOR,ANTI-HIPERTENSIVOS SIMPLES
CRONOGERON,VASODILATADORES
CRONOMET,ANTIPARKINSONIANOS
CRONOPLEX,LAXANTES IRRITANTES OU ESTIMULANTES
CRONOVERA,ANTIANGINOSOS E VASODILATADORES
CROPOC,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES
CRYS,ANTICONCEPCIONAIS
CTL,ANTIMICOTICOS PARA USO TOPICO
CUBICIN,ANTIBACTERIANO
CULTIVO B. ABORTUS E BRUCELLA SUIS + ASSOCIAÇÕES,VACINAS
CUMARINA + TROXERRUTINA,ANTIVARICOSOS DE ACAO SISTEMICA
CUPRIMINE,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF
CURADOR,ANALGESICOS NAO NARCOTICOS
CURASEPT,ANTISSEPTICO
CURATIV,ANTISSEPTICO
CURATIVIN,ANTISSEPTICO
CURCUMA LONGA L.,FITOTERAPICO SIMPLES
CUROSURF,PRODUTO PARA O APARELHO RESPIRATORIO
CUTENOX,ANTITROMBOTICO
CUTIDERM,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
CUTIS COMPOSITUM,ASSOCIACAO HOMEOPATICAS
CUTISANOL,OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
CUTISONE,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
CUTRAM,RELAXANTES MUSCULARES CENTRAIS SIMPLES
CYCLOFEMINA,ANTICONCEPCIONAIS
CYCLOFLUOR,AGENTES DIAGNOSTICOS RADIOATIVOS
CYCLOSPORIN,AGENTE IMUNOSUPRESSOR
CYCRAM,ANTINEOPLASICO
CYCRIN,PROGESTAGENOS SIMPLES
CYFENOL,ANALGESICOS
CYFENOL BABY,ANALGESICOS NAO NARCOTICOS
CYLERT,NEUROPSICOESTIMULANTES
CYLOCORT,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
CYMBALTA,ANTIDEPRESSIVOS
CYMBI,ANTIDEPRESSIVOS
CYMEVENE,ANTIVIROTICOS
CYMEVIR,ANTIVIROTICOS
CYNARA SCOLUMUS L.,FITOTERAPICO SIMPLES
CYNARA SCOLYMUS,FITOTERAPICO SIMPLES
CYNARA SCOLYMUS + ASSOCIAÇÕES,HEPATOPROTETORES E LIPOTROPICOS
CYNARA SCOLYMUS L. & PEUMUS BOLDUS MOLINA,FITOTERAPICO COMPOSTO + PRODUTOS NATURAIS ASSOCIADOS
CYNAROBIL,FITOTERAPICO COMPOSTO
CYNOMEC,HORMONIOS TIREOIDEANOS SIMPLES OU ASSOCIADOS ENTRE SI
CYNT,ANTI-HIPERTENSIVOS
CYRAMZA,ANTINEOPLASICO
CYRD,ANTINFLAMATORIOS ANTIREUMATICOS + FITOTERAPICO SIMPLES
CYSTEX,ANTISSEPTICOS URINARIOS-ASSOCIACOES MEDICAMENTOSAS
CYSTEX DUO,ANTISSEPTICOS URINARIOS-ASSOCIACOES MEDICAMENTOSAS
CYSTISTAT,OUTROS PRODUTOS COM ACAO NO TRATO URINARIO
CYTITREX,ANTIALERGICOS
CYTOGEM,ANTINEOPLASICO
CYTOS,ANTIMETABOLICOS ANALOGOS DA PIRIMIDINA
CYTOTEC,ANTIULCEROSOS
CYTRANA,ANTI-HIPERTENSIVOS
Caab,ANTINEOPLASICO
Calt,ANTIPARATIREOIDEANOS
Captomed,ANTI-HIPERTENSIVOS SIMPLES
Carbaglu,MODULADORES DO METABOLISMO E DA DIGESTAO
Carvedilol,ANTI-HIPERTENSIVOS SIMPLES
Cassia virginica,ANTINFLAMATORIOS + FITOTERAPICO SIMPLES
Cbequim,ANTIMICOTICOS PARA USO TOPICO
Ceftriaxona dissódica hemieptaidratada,ANTIBIOTICOS SISTEMICOS SIMPLES
Celecoxibe,AGENTES ANTI-INFLAMATÓRIOS
Cellaris,ANDROGENOS SIMPLES
Ceraprev,ANTICONCEPCIONAIS
Cerdelga,MODULADORES DO METABOLISMO E DA DIGESTAO
Cetoconazol + dipropionato de betametasona + sulfato de neomicina,ANTIMICOTICOS PARA USO TOPICO
Cetoconazol+ Dipropionato de Betametasona,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
Cetoconazol+Dipropionato de Betametasona+Sulfato de Neomicina,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
Cetoprofeno 100 mg comprimido revestido,ANTINFLAMATORIOS ANTIREUMATICOS
Cetoprofeno 150 mg,ANTINFLAMATORIOS ANTIREUMATICOS
Cherry,ANTICONCEPCIONAIS
Cholestagel,ANTILIPEMICOS
Choriomon-M,HORMONIO GONADOTROFICO
Chá de Espécies Laxativas Klein,LAXANTES
Cianon -  B12,NEUROTONICO
Ciavor,VASODILATADORES
Ciclopirox- olamina,ANTIMICOTICOS PARA USO TOPICO
Cimetidan,ANTIULCEROSOS
Cinqair,OUTROS MEDICAMENTOS ANTIASMATICOS
Cinryze,OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS
Citoplax,AGENTES ANTINEOPLÁSICOS
Citrato de Ferro amoniacal,ANTIANEMICOS SIMPLES
Clabat,ANTIBIOTICOS SISTEMICOS SIMPLES
Clindamin-C,ANTIBIOTICOS SISTEMICOS SIMPLES
Cloridrato Diidratado de Ondansetrona - Ondan,ANTIEMETICOS E ANTINAUSEANTES
Cloridrato de Olopatadina,MEDICAMENTOS COM ACAO NO APARELHO VISUAL
Cloridrato de Sibutramina Monoidratada,ANOREXICOS SIMPLES
Cloridrato de prometazina,ANTIALERGICOS TOPICOS
Cloridrato de tramadol + paracetamol,ANALGESICOS NARCOTICOS
Coama,OUTROS ANTINEOPLASICOS
Colegórico,ANTIESPASMODICOS + FITOTERAPICO SIMPLES
Compesk,IMUNOMODULADOR
Compress,ANTI-HIPERTENSIVOS SIMPLES
Coniso,GLICOCORTICOIDES SISTEMICOS
Coraprol,BETABLOQUEADORES SIMPLES
Corizz noite,ANALGESICOS NAO NARCOTICOS
Cotellic®,ANTINEOPLASICO
Cresemba,ANTIMICOTICO
Cristacilina,PENICILINA G E DERIVADOS (BENZILPENICILINAS)
Crysvita,OUTROS MEDICAMENTOS AFETANDO A ESTRUTURA E A MINERALIZAÇÃO ÓSSEA
Cuvitru,IMUNOGLOBULINAS
CyPcino,ANTIBIOTICOS SISTEMICOS SIMPLES
Cygnus D,ANALOGO SINTETICO DA VITAMINA D
Cystadane,OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO
CÁLCIO + VIT D,VITAMINAS E SUPLEMENTOS MINERAIS
CÁLCIO ZURITA,REPOSITOR DE CALCIO
CÁSCARA,FITOTERAPICO SIMPLES + LAXANTES
CÁSCARA SAGRADA BIONATUS,FITOTERAPICO SIMPLES + LAXANTES
CÁSCARA SAGRADA EC,FITOTERAPICO SIMPLES + LAXANTES
CÁSCARA SAGRADA FLORA  MEDICINAL,FITOTERAPICO SIMPLES
CÁSCARA SAGRADA HERBARIUM,LAXANTES
CÁSCARA SAGRADA ORIENT,FITOTERAPICO SIMPLES + LAXANTES IRRITANTES OU ESTIMULANTES
CÂNFORA,RUBEFACIENTES
CÉRUS BRASILIENSES,PRODUTOS HOMEOPATICOS-COMPONENTE UNICO
D-ALFA TOCOFEROL,VITAMINAS E SUPLEMENTOS MINERAIS
D-ALFA TOCOFEROL,MONOVITAMINAS EXCETO VITAMINA K
D-FENOTRINA,ESCABICIDAS E OUTROS ECTOPARASITICIDAS
D-VOID,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES
D.NOVA D3,ANALOGO SINTETICO DA VITAMINA D
D.T.I.,ANTINEOPLASICO
D3CAPS,VITAMINA D E ANÁLOGOS
D3CAPS,ANALOGO SINTETICO DA VITAMINA D
DABAZ,ANTINEOPLASICO
DABIONVITA,POLIVITAMINICOS COM MINERAIS
DACARB,ANTINEOPLASICO
DACARZIN,ANTINEOPLASICO
DACEFA,CEFALOSPORINAS
DACTIL OB,OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA
DACTIN,ANTIBIOTICOS ANTINEOPLASICOS
DACXI,AGENTES ANTITROMBÓTICOS
DAEM,ANDROGENOS SIMPLES
DAFEN,ANTINFLAMATORIOS
DAFLON,ANTIVARICOSOS DE ACAO SISTEMICA
DAFLUBYN,ANTINEOPLASICOS CITOTOXICOS
DAFORIN,ANTIDEPRESSIVOS
DAGLI,ANTIDIABETICOS
DAINITRE,NITRITOS NITRATOS E SEMELHANTES
DAISAN,ANALGESICOS NARCOTICOS
DAIVOBET,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
DAIVONEX,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
DAIVONEX,ANALOGO SINTETICO DA VITAMINA D
DAKGRAN,ANTIMICOTICOS PARA USO TOPICO
DAKINZOL,ANTIMICOTICO
DAKNAX,PRODUTOS GINECOLOGICOS ANTINFECCIOSOS TOPICOS SIMPLES
DAKTARIN,ANTIMICOTICOS PARA USO TOPICO
DAKTARIN GEL ORAL,ANTIMICOTICOS PARA USO TOPICO
DAKTAZOL,ANTIMICOTICO
DAKTAZOL,ANTIMICOTICOS PARA USO TOPICO
DAKTAZOL CREME,ANTIMICOTICOS PARA USO TOPICO
DAKTOZIN,ANTIMICOTICOS PARA USO TOPICO
DALACIN C,ANTIBIOTICOS SISTEMICOS SIMPLES
DALACIN C E DALACIN V,ANTIBIOTICOS SISTEMICOS SIMPLES
DALACIN T,PRODUTOS ANTI-ACNE
DALAP,PRODUTOS ANTI-ACNE
DALAY,ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES
DALGEX,RELAXANTES MUSCULARES CENTRAIS-ASSOCIACOES MEDICAMENTOSAS
DALILAH,ANTIDEPRESSIVOS
DALINVI,ANTICORPOS MONOCLONAIS
DALIVIT,POLIVITAMINICOS SEM MINERAIS
DALMADORM,ANSIOLITICOS SIMPLES
DALSY,ANALGESICOS NAO NARCOTICOS + ANTINFLAMATORIOS
DALYNE,ANTICONCEPCIONAIS
DALÍ,VASODILATADORES
DAMATER,POLIVITAMINICOS COM MINERAIS
DAMATER D,VITAMINA D E ANÁLOGOS
DAMOL,ANTITROMBOTICO
DANAFERON,ANTINEOPLASICO
DANLIV,ANALGESICOS NAO NARCOTICOS
DANOSIX,ANTIVIROTICOS
DANPEZIL,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
DANTALIN,ANTICONVULSIVANTES
DANTROLEN,RELAXANTES MUSCULARES CENTRAIS SIMPLES
DAONIL,ANTIDIABETICOS
DAPAGLE,ANTIDIABETICOS
DAPAMIX,DIURETICOS SIMPLES
DAPS,HANSENOSTATICOS
DAPSONA,HANSENOSTATICOS
DAPSYN,HANSENOSTATICOS
DARAPRIM,ANTIMALARICOS
DARBIN,ANTINEOPLASICO
DARROWCOR,GLICOSIDEOS CARDIACOS
DARTRIAL,AGENTES ANTITROMBÓTICOS
DARVYR,ANTIRETROVIRAL
DASTENE,INIBIDOR DA ALFA-REDUTASE
DAT-IPEN,
DAUDIP,ANALGESICOS NAO NARCOTICOS
DAUMIL ADULTO,ANALGESICOS
DAUMOL,ANALGESICOS NAO NARCOTICOS
DAUNID,"AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS"
DAUNO BIG,ANTINEOPLASICOS CITOTOXICOS
DAUNOBLASTINA,ANTIBIOTICOS ANTINEOPLASICOS
DAUNOCIN,ANTINEOPLASICO
DAUNOXOME,ANTINEOPLASICO
DAUSMED,ANALGESICOS
DAVIREN,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
DAXAS,OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO
DAYVIT,VITAMINAS E SUPLEMENTOS MINERAIS
DAZEK,ANTIVIROTICOS
DAZOLSTON,OUTROS ANTIBIOTICOS NAO CLASSIFICADOS NOS GRUPOS ANTERIORES
DAZOTIL,ANTIPARASITARIOS
DDAVP,HORMONIOS DA HIPOFISE
DDAVP,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES
DEBET,ANTIVERTIGINOSOS
DEBRIDAT,ANTIESPASMODICOS
DECA-DURABOLIN,ANABOLIZANTES SIMPLES
DECADIL,ANTIBACTERIANO TOPICO
DECADRON,GLICOCORTICOIDES SISTEMICOS
DECADRON,OUTRAS PREPARACOES PARA TERAPIA SINTOMATICA NASAL
DECADRON COLÍRIO,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
DECADRON INJETÁVEL,GLICOCORTICOIDES SISTEMICOS
DECADRON NASAL,OUTRAS PREPARACOES PARA TERAPIA SINTOMATICA NASAL
DECADRONAL,GLICOCORTICOIDES SISTEMICOS
DECAN HALOPER,NEUROLEPTICOS
DECAZOL,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
DECHIMIA,ANTINEOPLASICOS CITOTOXICOS
DECIPRAX,ANTIDEPRESSIVOS
DECITABINA,ANTINEOPLASICO
DECNAZOL,"AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS"
DECOLE,VITAMINAS
DECOLE CAPS,VITAMINA D E ANÁLOGOS
DECONGEX PLUS,PRODUTO P.TERAPIA SINTOMATICA DA GRIPE
DECORFEN,ANTINFLAMATORIOS
DECORT,GLICOCORTICOIDES SISTEMICOS
DEEPLIN,ANTIDEPRESSIVOS
DEFATIG,VITAMINAS OU MINERAIS ASSOCIADOS A OUTROS FARMACOS
DEFERASIROX,AGENTE QUELANTE DE FERRO
DEFEXIN,ANTIBIOTICOS SISTEMICOS SIMPLES
DEFINITY,CONTRASTES RADIOLOGICOS
DEFITELIO,ANTITROMBOTICO
DEFLAIMMUN,GLICOCORTICOIDES SISTEMICOS
DEFLANIL,GLICOCORTICOIDES SISTEMICOS
DEFLAREN,GLICOCORTICOIDES SISTEMICOS
DEFLAZACORT,GLICOCORTICOIDES SISTEMICOS
DEFLAZACORT,ANTINFLAMATORIOS
DEFLAZACORTE,GLICOCORTICOIDES SISTEMICOS
DEFLOGEN,ANTINFLAMATORIOS
DEFLUX EXPECTORANTE,ANTI-HISTAMINICOS SISTEMICOS
DEFLUX LÍQUIDO,ANTI-HISTAMINICOS SISTEMICOS
DEFLUXOMED,ASSOCIACAO HOMEOPATICAS
DEFLUXOMED,MEDICAMENTOS DINAMIZADOS COMPOSTOS
DEFORCE,VITAMINA D E ANÁLOGOS
DEFULL,VITAMINA D E ANÁLOGOS
DEGEN,VITAMINAS
DEGEN,ANALOGO SINTETICO DA VITAMINA D
DEJAVÚ,VASODILATADORES
DEKATIN,ANTIARRITMICOS + FITOTERAPICO SIMPLES
DEL LEND,ESCABICIDAS E OUTROS ECTOPARASITICIDAS
DELABAXI,QUINOLONAS ANTIBACTERIANAS
DELAGRAN,ANTIDEPRESSIVOS
DELAKETE,ANTI-HIPERTENSIVOS SIMPLES
DELAKETE-D,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
DELIVIN,POLIVITAMINICOS SEM MINERAIS
DELLER,ANTIDEPRESSIVOS
DELTA - IFAL,ESCABICIDAS E OUTROS ECTOPARASITICIDAS
DELTA-BRAS,ESCABICIDAS E OUTROS ECTOPARASITICIDAS
DELTACID,ESCABICIDAS E OUTROS ECTOPARASITICIDAS
DELTACID PLUS,ESCABICIDAS E OUTROS ECTOPARASITICIDAS
DELTAFLAN,ANTINFLAMATORIOS
DELTAFRIX,ESCABICIDAS E OUTROS ECTOPARASITICIDAS
DELTALAB,ESCABICIDAS E OUTROS ECTOPARASITICIDAS
DELTALAX,LAXANTES IRRITANTES OU ESTIMULANTES
DELTAMETRIL,ESCABICIDAS E OUTROS ECTOPARASITICIDAS
DELTAMETRINA,ESCABICIDAS E OUTROS ECTOPARASITICIDAS
DELTAMETRINA,ANTIPARASITARIOS
DELTAMETRINA + BUTOXIDO DE PIPERONILA,ESCABICIDAS E OUTROS ECTOPARASITICIDAS
DELTAP,DESCONGESTIONANTES NASAIS SISTEMICOS
DELTAPIL,ESCABICIDAS E OUTROS ECTOPARASITICIDAS
DELTAPIO,ESCABICIDAS E OUTROS ECTOPARASITICIDAS
DELTAREN,ANTINFLAMATORIOS ANTIREUMATICOS
DELTAVIT,VITAMINAS E SUPLEMENTOS MINERAIS
DELUMI,VITAMINA D E ANÁLOGOS
DEMEDROX,PROGESTAGENOS SIMPLES
DEMEZON,HORMONIOS CORTICOSTEROIDES
DENACEN,GLICOCORTICOIDES SISTEMICOS
DENAPRIL,ANTI-HIPERTENSIVOS SIMPLES
DENASON,OUTRAS PREPARACOES PARA TERAPIA SINTOMATICA NASAL
DENAVAS,VASODILATADORES
DENGVAXIA,VACINAS
DENSIS,ANTINEOPLASICO + SUPRESSORES DA REABSORCAO OSSEA
DENTISAN,ANESTESICOS LOCAIS
